stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
PC488,PC488,Parada 6 / (M) Bilbao,-33.4319963324,-70.5854580297,
PC489,PC489,Amapolas / Av. Bilbao,-33.4348720616,-70.5884075383,
PH212,PH212,Parada 1 / (M) Camino Agrícola,-33.4913261236,-70.6177082242,
PC480,PC480,Patricia / Av. Paul Harris,-33.4191176572,-70.5332798667,
PC481,PC481,Punitaqui / Av. Paul Harris,-33.4212754212,-70.5307464594,
PC482,PC482,Polobanda / Av. Bilbao,-33.4304864364,-70.5562800777,
PC483,PC483,Huara Huara / Av. Bilbao,-33.43062162,-70.5596252888,
PC484,PC484,Av. Manquehue / Av. Bilbao,-33.4308510564,-70.5645286735,
PC485,PC485,Av. Vespucio / Av. Bilbao,-33.4310574738,-70.5739011446,
PC486,PC486,Latadía / Av. Bilbao,-33.4312009131,-70.5781477751,
PC487,PC487,Alcántara / Av. Bilbao,-33.4313291683,-70.5807451614,
PI675,PI675,Las Hortensias / Las Rosas,-33.4897354912,-70.7070747569,
PH213,PH213,Parada 1 / Paradero 6 Vicuña Mackenna,-33.4956954368,-70.6167569353,
PI674,PI674,Las Encinas / Las Rosas,-33.4879917935,-70.7056575429,
PI677,PI677,19 De Septiembre / Félix Margoz,-33.493214539,-70.7084775776,
PD1208,PD1208,C. Henríquez / Monseñor Edwards,-33.4508075185,-70.5578267601,
PD1202,PD1202,Loreley / La Cañada,-33.4421120302,-70.5676524835,
PD1201,PD1201,Loreley / Príncipe De Gales,-33.4379556723,-70.5716952717,
PD1200,PD1200,Club De Campo Banco Central,-33.4380470436,-70.5694300525,
PD1207,PD1207,Alcalá De Henares / Monseñor Edwards,-33.4490553599,-70.5595531907,
PD1206,PD1206,Simón Bolívar / Monseñor Edwards,-33.4461504247,-70.5611810092,
PD1205,PD1205,Av. Echeñique / Monseñor Edwards,-33.4442514168,-70.5617325134,
PD1204,PD1204,Mons. Edwards / La Cañada,-33.4418461526,-70.5623309637,
PE172,PE172,Parada 1 / (M) Santa Rosa,-33.5424125253,-70.6331806836,
PJ1736,PJ1736,Av. Vespucio / Av. La Travesía,-33.4543633935,-70.7687688556,
PH216,PH216,Llico / Av. Vicuña Mackenna,-33.5048194695,-70.6147442434,
PG901,PG901,El Fundador / El Ombú,-33.5942775931,-70.6127191655,
PG900,PG900,Sexto De Línea / El Ombú,-33.5946446558,-70.6159443673,
PG903,PG903,Eucaliptus / Barros Arana,-33.6082092126,-70.7037808414,
PG902,PG902,Lago Del Toro / El Ombú,-33.5940504126,-70.6105398089,
PG905,PG905,Toro Y Zambrano / Barros Arana,-33.6125036364,-70.7060119103,
PG904,PG904,E. Madrid Osorio / Barros Arana,-33.6100428701,-70.7048772395,
PG907,PG907,Av. Portales / Gral. Urrutia,-33.6185937604,-70.699524952,
PE379,PE379,G. H. De Mendoza / Walker Martínez,-33.5227963843,-70.5841916134,
PF941,PF941,La Primavera / Juan De Dios Malebrán,-33.5925689167,-70.5908438502,
PG55,PG55,Parada 2 / Paradero 31 Gran Avenida,-33.5538430713,-70.6746424214,
PJ814,PJ814,Camino La Botella / Camino A Noviciado,-33.4284832098,-70.8324137231,
PJ448,PJ448,Catamarca / Av. Carrascal,-33.417959411,-70.7084048838,
PJ815,PJ815,Bilbao / Camino A Noviciado,-33.4315995331,-70.8295803476,
PE376,PE376,Los Carrera / Walker Martínez,-33.522758224,-70.5941083223,
PF946,PF946,Juanita / Del Empresario,-33.6247607314,-70.6122017254,
PE377,PE377,Colombia / Walker Martínez,-33.5227773633,-70.5903051798,
PH159,PH159,Parada 2 / Hosp. Trudeau,-33.4835216275,-70.6413115047,
PJ810,PJ810,Simón Bolívar / Cam. Bernardo O`Higgins,-33.4029724828,-70.8566076509,
PJ811,PJ811,Puente Noviciado,-33.4068640666,-70.8519814158,
PD452,PD452,Plaza Los Guindos,-33.4537733295,-70.5755571269,
PJ191,PJ191,Parada 2 / (M) Neptuno,-33.45214854,-70.722141124,
PD450,PD450,Javiera Carrera / Av. Larraín,-33.4530231762,-70.566563181,
PD451,PD451,Parada 5 / (M) Plaza Egaña,-33.4533531994,-70.5711845538,
PD456,PD456,Hamburgo / Av. Tobalaba,-33.4365605256,-70.5778303652,
PD457,PD457,Rosita Renard / Av. Tobalaba,-33.4372861,-70.5758128709,
PD454,PD454,Cordillera / Av. Larraín,-33.4520007828,-70.5357722527,
PJ442,PJ442,Las Lumas / Costanera Sur,-33.4144054118,-70.7286024378,
PD458,PD458,Parada 7 / (M) Príncipe De Gales,-33.4377302365,-70.5737196967,
PD459,PD459,Calle 127 / Av. Tobalaba,-33.4642939374,-70.5509851581,
PJ441,PJ441,Santos L. Medel / Costanera Sur,-33.4138841052,-70.7334203717,
PH672,PH672,Turquino / Av. Departamental,-33.5082473663,-70.6159907049,
PB666,PB666,Puyehue / Topocalma,-33.4099405867,-70.7339669707,
PB665,PB665,Totoral Bajo / Topocalma,-33.4099329679,-70.7294744793,
PJ446,PJ446,Neptuno / Av. Carrascal,-33.4150389711,-70.7162230497,
PB664,PB664,Buenaventura / Topocalma,-33.4095746541,-70.7256235552,
PI957,PI957,W. Rebolledo D. / Camino A Rinconada,-33.5060489616,-70.7938514359,
PB663,PB663,Bucalemu / Condell,-33.4075209021,-70.7267090549,
PI1233,PI1233,1 De Mayo / Carlos Marx,-33.4847069841,-70.6785489839,
PB661,PB661,Colo Colo / Arturo Prat,-33.4045641024,-70.7247070765,
PI1232,PI1232,Mariquina / 1 De Mayo,-33.4844739846,-70.6788330233,
PB660,PB660,Colegio San Gerónimo,-33.4042834793,-70.7211409366,
PG1215,PG1215,Aristóteles / Camino Padre Hurtado,-33.6117230687,-70.6831868611,
PG915,PG915,Toro Y Zambrano / El Topacio,-33.6144730478,-70.7019159467,
PB211,PB211,Vega Central,-33.4305540065,-70.6515335986,
PF305,PF305,Nonato Coo / Av. El Peñón,-33.580052969,-70.5687715163,
PF945,PF945,Parada 5 / Mall Plaza Tobalaba,-33.5676662356,-70.5555354055,
PI1237,PI1237,Carlos Marx / Clotario Blest,-33.4869879716,-70.6728059836,
PF306,PF306,El Tímpano / Av. El Peñón,-33.5799069124,-70.5721647121,
PI1236,PI1236,La Coruña / Carlos Marx,-33.4857489624,-70.6762160033,
PB1559,PB1559,Parada 1 / Norte Sur - Dorsal,-33.4033378873,-70.6813741027,
PB1558,PB1558,Los Helechos / Av. Recoleta,-33.362203923,-70.6317593733,
PF509,PF509,Aguirre Luco / Sgto. Menadier,-33.615476324,-70.5689918158,
PI1235,PI1235,Baldomero Lillo / Carlos Marx,-33.4865569567,-70.6738370283,
PF502,PF502,Bom. Manuel Campos / Av. Paseo Pie Andino,-33.6114242995,-70.5498224832,
PF300,PF300,L. Matte Larraín / Las Nieves Oriente,-33.5847366866,-70.5574704527,
PF500,PF500,Av. Camilo Henríquez / Av. Eyzaguirre,-33.5998180124,-70.5318269965,
PF501,PF501,Balneario Puente Alto,-33.6024050229,-70.533287036,
PB1557,PB1557,Av. Vespucio / Carlos Gómez Vélez,-33.3669814246,-70.7030698248,
PF301,PF301,Guanta / Las Nieves Oriente,-33.5830248554,-70.5579138863,
PE854,PE854,Parada 4 / Paradero 26 Vicuña Mackenna,-33.5639697207,-70.5844068582,
PE851,PE851,Parada 6 / (M) Elisa Correa,-33.5687952986,-70.5840595774,
PA462,PA462,Av. Ricardo Cumming / Catedral,-33.4390841563,-70.6683429656,
PE853,PE853,Parada 4 / Paradero 24 Vicuña Mackenna,-33.558469497,-70.5854715629,
PE852,PE852,Parada 4 / (M) Los Quillayes,-33.5612451657,-70.5849189566,
PF303,PF303,Av. México / Av. El Peñón,-33.5798364057,-70.5633093442,
PE859,PE859,Nueva 1 / El Parque,-33.5142375551,-70.5944409962,
PE858,PE858,El Peumo / El Parque,-33.5140380156,-70.5970000864,
PH65,PH65,23 Sur / Av. Card. Raúl Silva H.,-33.5171186252,-70.694590178,
PG1219,PG1219,Baquedano / San José,-33.5975625393,-70.6968726945,
PJ244,PJ244,Pedro Prado / Av. Laguna Sur,-33.4621969307,-70.734224514,
PH61,PH61,8 Sur / Av. Card. Raúl Silva H.,-33.5099224565,-70.6909752347,
PG1329,PG1329,Carlos Dávila / Argentina,-33.5320063206,-70.640913143,
PG1328,PG1328,Juan L. Sanfuentes / Argentina,-33.5315030157,-70.6435038114,
PC109,PC109,I. La Católica / Av. Manquehue Sur,-33.4246065746,-70.5645313807,
PC108,PC108,Alonso De Camargo / Av. Manquehue Sur,-33.4207007583,-70.5646404794,
PG1723,PG1723,Paradero 17 Santa Rosa,-33.5187672294,-70.6368638702,
PC105,PC105,Parada 1 / (M) Manquehue,-33.4077763401,-70.5677901661,
PG1322,PG1322,E. Altamirano / Ramón Carvallo,-33.5305786302,-70.6588227334,
PG1321,PG1321,Ramón Carvallo / Santa María,-33.5311480007,-70.6553685593,
PC106,PC106,Martín De Zamora / Av. Manquehue Sur,-33.4145658219,-70.5656309754,
PC101,PC101,Parada 3 / Clínica Alemana,-33.3918969313,-70.5724778334,
PC100,PC100,Parada 2 / Clínica Alemana,-33.3938474843,-70.5719906711,
PC103,PC103,Av. Pdte. Riesco / Av. Manquehue Norte,-33.4014106802,-70.5701921383,
PC102,PC102,Las Hualtatas / Av. Manquehue Norte,-33.3945753289,-70.5722140735,
PB935,PB935,Tokio / Av. Card. José M. Caro,-33.3743470795,-70.6794259166,
PG1437,PG1437,El Parrón / La Granja,-33.5287925072,-70.6478270357,
PJ246,PJ246,Parada 4 / (M) Laguna Sur,-33.4626939121,-70.7375021481,
PA318,PA318,Av. Rondizzoni / Av. Beauchef,-33.4706742062,-70.6633452966,
PH152,PH152,Parada 4 / Paradero 13 Santa Rosa,-33.510375945,-70.6377746148,
PD539,PD539,Muni. Peñalolén,-33.4763443725,-70.5413236407,
PA319,PA319,Marsella / Av. Beauchef,-33.4675147687,-70.6634529994,
PD538,PD538,Las Garzas / Av. Grecia,-33.4749667332,-70.5480945836,
PD535,PD535,Parada 5 / (M) Grecia,-33.4692727328,-70.5765288584,
PC1035,PC1035,Parada 1 / Clínica Alemana,-33.3922203458,-70.5724554908,
PC1034,PC1034,Parada 2 / Rotonda Atenas,-33.4184849441,-70.5528350837,
PC1033,PC1033,Camino Del Algarrobo Alt. 1300,-33.3988539851,-70.5315200364,
PC1032,PC1032,Camino Otoñal / Circ. Las Flores,-33.3951853573,-70.5192760469,
PC1031,PC1031,Camino Del Algarrobo Alt. 1300,-33.398765962,-70.5319950175,
PC1030,PC1030,Diaguitas / Av. Colón,-33.4160699288,-70.5367719049,
PE16,PE16,Boston College (La Florida),-33.5434985817,-70.5701053445,
PE17,PE17,Parada 1 / Paradero 21 Av. La Florida,-33.5473146221,-70.568649848,
PE14,PE14,Parada 1 / Paradero 18 Av. La Florida,-33.5354248489,-70.5735963767,
PE15,PE15,Parada 1 / Paradero 19 Av. La Florida,-33.539325306,-70.572150761,
PE12,PE12,Paradero 16 Av. La Florida,-33.5286255448,-70.5764945434,
PE13,PE13,Paradero 17 Av. La Florida,-33.5321198334,-70.5749441238,
PE10,PE10,Parada 1 / Paradero 14 Av. La Florida,-33.5219262579,-70.579358779,
PC1038,PC1038,Parada 1 / Rotonda Atenas,-33.4174468663,-70.5532138622,
PD328,PD328,Parada 10 / (M) Irarrázaval,-33.4522435474,-70.6301333312,
PD536,PD536,Parada 3 / Calle 1A - Av. Grecia,-33.4726772788,-70.5592049642,
PD329,PD329,Parada 13 / (M) Irarrázaval,-33.4524286933,-70.6271680276,
PJ225,PJ225,Demóstenes / Serrano,-33.4458653615,-70.7680345633,
PD530,PD530,Parada 3 / Pedagógico,-33.4646821103,-70.5974686439,
PB439,PB439,Pasarela El Olivo,-33.3979009443,-70.6846194238,
PJ1689,PJ1689,Guillermo García / Estados Unidos,-33.4314504194,-70.7377376418,
PJ1688,PJ1688,Dr. Avendaño / Costanera Sur,-33.4135426059,-70.7363847285,
PG1589,PG1589,4 Oriente / El Ombú,-33.5936495707,-70.6079946293,
PG1588,PG1588,Parada 4 / Parque Mapuhue,-33.5915303343,-70.6275977716,
PJ1685,PJ1685,Los Halcones / Av. Teniente Cruz,-33.4606382561,-70.7379643323,
PG1586,PG1586,Parada 13 / (M) La Cisterna,-33.5357799268,-70.6640572169,
PJ1687,PJ1687,Dr. Avendaño / Costanera Sur,-33.4134681499,-70.7364080865,
PG1584,PG1584,Parada 1 / (M) La Cisterna,-33.5357861917,-70.6636984193,
PJ1681,PJ1681,Santa Marta / Territorio Antártico,-33.4482139947,-70.7152812926,
PG1582,PG1582,Las Águilas / Los Suspiros,-33.6240350065,-70.6922590491,
PJ1683,PJ1683,Av. Laguna Sur / Av. La Estrella,-33.4602792164,-70.7520960948,
PJ1682,PJ1682,Parada 7 / (M) Barrancas,-33.4526211898,-70.7393528723,
PE349,PE349,Central Oriente / Perú,-33.5484297004,-70.5827719599,
PI538,PI538,Gandhi / Sur De Chile,-33.4749859193,-70.7272630488,
PI539,PI539,Santa Corina / Sur De Chile,-33.4729273584,-70.7245115777,
PJ243,PJ243,Parada 3 / (M) Laguna Sur,-33.4631349619,-70.7375360193,
PD320,PD320,Marchant Pereira / Av. Irarrázaval,-33.4537952941,-70.6070328953,
PG758,PG758,Nogales / Av. América,-33.6000138499,-70.7128331964,
PG759,PG759,San Alfonso / Av. América,-33.5980012741,-70.7118983245,
PB508,PB508,Pedro Fontova / Av. Vespucio,-33.3711106909,-70.6714558075,
PI241,PI241,Fundo Lo Errázuriz / Av. Vespucio,-33.4664727874,-70.7621721674,
PG754,PG754,Gerardo Besoaín / Enrique Madrid Osorio,-33.6078782904,-70.7105138113,
PB507,PB507,Pasarela Versalles,-33.3690111462,-70.6767903816,
PB504,PB504,Parada 4 / Independencia - Vespucio,-33.3662524803,-70.6897679556,
PG757,PG757,Alfonso Donoso / Av. América,-33.6022230387,-70.713883005,
PG750,PG750,Asia / Enrique Madrid Osorio,-33.6120009651,-70.6993909932,
PB503,PB503,Barrio Industrial El Cortijo,-33.366396792,-70.6965888116,
PG752,PG752,Barros Arana / Enrique Madrid Osorio,-33.6101169911,-70.7045440494,
PG753,PG753,Pje. Raulí / Enrique Madrid Osorio,-33.6090310122,-70.7074560165,
PI334,PI334,Constantinopla / Egipto,-33.5468094598,-70.7685419227,
PI335,PI335,Abisinia / El Labrador,-33.5459340794,-70.7652766073,
PD216,PD216,Parada 6 / (M) Macul,-33.5098238938,-70.5896377202,
PI243,PI243,San Juan / Marta Ossa Ruíz,-33.4650642347,-70.7574046836,
PD210,PD210,Parada 7 / (M) Macul,-33.509238297,-70.5894933029,
PI331,PI331,Sudán / Egipto,-33.5438532452,-70.7750919259,
PI332,PI332,Las Industrias / Egipto,-33.5445021106,-70.7735926274,
PI333,PI333,Marco Antonio / Egipto,-33.5454576135,-70.7714537159,
PF55,PF55,Pedro Núñez F. / Av. Ejército Libertador,-33.5780454168,-70.5984579248,
PG1073,PG1073,San Rafael / Condell,-33.5959871376,-70.6923213996,
PI338,PI338,Jorge Guerra / Judea,-33.540172953,-70.7701797025,
PD219,PD219,Av. José Arrieta / Av. Vespucio,-33.4594292002,-70.5721478173,
PI245,PI245,Silfo / Longitudinal,-33.4698144205,-70.748170277,
PI629,PI629,Castillo Velasco / Juan Moya,-33.4594320028,-70.5869449521,
PI246,PI246,Halcón / Longitudinal,-33.4724394845,-70.7485279569,
PI247,PI247,Hugo Bravo / Longitudinal,-33.4745670514,-70.748902674,
PI270,PI270,Camino A Melipilla / Parque Central Oriente,-33.5541449831,-70.7947461168,
PD288,PD288,Calle 141A / Av. José Arrieta,-33.4625460211,-70.5627645763,
PA537,PA537,Av. El Mirador / Av. Rondizzoni,-33.4707629956,-70.6680180385,
PI1532,PI1532,Lumen / Primo De Rivera,-33.4928258259,-70.7356301136,
PI272,PI272,Húsares De La M. / Camino A Melipilla,-33.5497482135,-70.789061101,
PB1032,PB1032,San Luis / Las Garzas,-33.3645182833,-70.7526390804,
PB1033,PB1033,La Conquista / Carampangue,-33.3687085104,-70.7105325133,
PB1030,PB1030,Est. M. L. Prado / Trasandino De Los Andes,-33.3492513775,-70.73693328,
PB1031,PB1031,Santa Luisa / Trasandino De Los Andes,-33.3491889147,-70.7396166666,
PB1036,PB1036,Punta Nogales,-33.3653069174,-70.6703665571,
PB1037,PB1037,El Sauce / Pedro Fontova,-33.3616278596,-70.6705096808,
PB1034,PB1034,Jorge Guzmán / Carampangue,-33.3679708592,-70.7059364086,
PB1035,PB1035,Santa Elena / Pedro Fontova,-33.3701307207,-70.6708761169,
PD1416,PD1416,Rosita Renard / Emilia Téllez,-33.4420416352,-70.5748012001,
PD1417,PD1417,Juan Xxiii / Av. Macul,-33.5027084393,-70.5938652456,
PD1414,PD1414,Coventry / Emilia Téllez,-33.4416414305,-70.5813950798,
PD1415,PD1415,Hamburgo / Emilia Téllez,-33.4424720066,-70.5772831421,
PD1412,PD1412,Parada 7 / Tobalaba - Av. Grecia,-33.4729073201,-70.5550003359,
PD1413,PD1413,Montenegro / Emilia Téllez,-33.4407328063,-70.5838907824,
PD1410,PD1410,Parada 2 / Plaza Ossandón,-33.4423878686,-70.5419097088,
PD1411,PD1411,Óscar Castro / Av. Echeñique,-33.4428466744,-70.5380658337,
PH575,PH575,Pdte. Frei M. / Santa Anita,-33.5220284427,-70.6906104828,
PH574,PH574,El Caribe / Santa Anita,-33.5198282526,-70.6895238483,
PH577,PH577,Unicornio / Venus,-33.5256872598,-70.6916732537,
PH576,PH576,Saturno / Júpiter,-33.5237789195,-70.6900307201,
PH571,PH571,Santa Anita / Acapulco,-33.5138484463,-70.686540205,
PH570,PH570,Acapulco / Maipú,-33.5129155604,-70.688456915,
PH573,PH573,20 Sur / Santa Anita,-33.5177930923,-70.6885158423,
PH572,PH572,Pdte. Allende / Santa Anita,-33.5157133092,-70.6874132464,
PH579,PH579,5 Sur / Central Nino García,-33.4805167612,-70.6793298347,
PH578,PH578,Plutón / Av. Vespucio,-33.525608171,-70.6936721668,
PH543,PH543,Montreal / San Nicolás,-33.5016234722,-70.6440683703,
PA367,PA367,Parada 3 / (M) Estación Central,-33.4502311576,-70.6773290261,
PA366,PA366,Parada 4 / (M) Los Héroes,-33.4458420335,-70.6604517006,
PA365,PA365,Parada 3 / (M) La Moneda,-33.4447469303,-70.6558682102,
PG471,PG471,Uruguay / Blas Vial,-33.5311320722,-70.6533074661,
PA362,PA362,Hospital Uc,-33.4419868878,-70.6386149506,
PA361,PA361,Diagonal Paraguay / Av. Portugal,-33.443229106,-70.6375471006,
PA360,PA360,Parada 2 / Posta Central,-33.4447180835,-70.6366888911,
PA369,PA369,Parada 5 / (M) República,-33.4483977982,-70.6688868562,
PA368,PA368,Parada 4 / (M) Estación Central,-33.4506149815,-70.6771483665,
PG470,PG470,Catalina Kleiman / Blas Vial,-33.5331903463,-70.6538966985,
PC299,PC299,Belén / Av. Las Condes,-33.4043709931,-70.5570624434,
PC298,PC298,Las Tranqueras / Av. Las Condes,-33.4010562408,-70.5546833091,
PC295,PC295,Hosp. Fach,-33.3951446466,-70.5482991755,
PC294,PC294,Padre Hurtado / Av. Las Condes,-33.3937769917,-70.5452029545,
PC297,PC297,Vicente Huidobro / Av. Las Condes,-33.3979404338,-70.5512548675,
PC296,PC296,Hosp. Fach,-33.396650896,-70.5500630333,
PC291,PC291,Parada 4 / Cantagallo,-33.3732854656,-70.5192566014,
PC290,PC290,San F. De Asís / Nueva Las Condes,-33.3735784351,-70.5178449968,
PC293,PC293,Angostura Inglesa / Av. Las Condes,-33.3893417584,-70.540468527,
PC292,PC292,Mayflower - Dunalastair,-33.3740758402,-70.5209732955,
PE624,PE624,Hno. A. Martínez / Las Uvas Y El Viento,-33.5494087963,-70.6273610588,
PE625,PE625,Pasaje 11 / Joaquín Edwards Bello,-33.5495449705,-70.625343086,
PE622,PE622,San Martín / Sofía Eastman,-33.5470435981,-70.6299593639,
PE623,PE623,Mauricio Riesco / Sofía Eastman,-33.5486022508,-70.6297024708,
PE620,PE620,Tacora / Manuel Rodríguez,-33.5436203611,-70.6293181497,
PE621,PE621,Diag. Sur Oriente / Tacora,-33.5455769286,-70.6296752815,
PC322,PC322,Parada 1 / Mall Parque Arauco,-33.4012995133,-70.5785680043,
PE177,PE177,Parada 1 / (M) La Granja,-33.5414193351,-70.6161333302,
PI1609,PI1609,Colegio José A. Lecaros,-33.4644029399,-70.6982963704,
PB1084,PB1084,Puerto Montt / Av. Apóstol Santiago,-33.3897116932,-70.6995867851,
PC801,PC801,El Rincón / Av. La Dehesa,-33.3400085308,-70.5212916569,
PG199,PG199,Aníbal Zañartu / Av. Vespucio,-33.5404235215,-70.6465691616,
PD202,PD202,Parada 2 / Paradero 2 Vicuña Mackenna,-33.4751548548,-70.6227500641,
PD869,PD869,Av. Grecia / Los Molineros,-33.4710821636,-70.5685055719,
PD868,PD868,El Desierto / Alejandro Sepúlveda,-33.4717434856,-70.5683412259,
PD862,PD862,De La Arboleda / Av. Departamental,-33.5122927395,-70.5486219846,
PD861,PD861,Altos De La Arboleda,-33.5122779601,-70.5459429418,
PD867,PD867,Llanura / Alejandro Sepúlveda,-33.4738326657,-70.5668236726,
PD866,PD866,Altiplano / Alejandro Sepúlveda,-33.475888446,-70.5652358212,
PD865,PD865,Pasaje 64 / Alejandro Sepúlveda,-33.4765004088,-70.563122837,
PD864,PD864,Chinilas / Alejandro Sepúlveda,-33.4770344364,-70.5609510653,
PG476,PG476,Juan L. Sanfuentes / El Parrón,-33.5295103976,-70.6429509674,
PG101,PG101,Santa Pilar / Gral. Franco,-33.5608257115,-70.6403445101,
PG100,PG100,P. Aguirre Cerda / Gral. Franco,-33.5608987495,-70.637982455,
PG103,PG103,Almirante Latorre / Gral. Franco,-33.5604132107,-70.6461391073,
PG102,PG102,Almendros / Gral. Franco,-33.5605407381,-70.6441911992,
PG105,PG105,Venancia Leiva / Almirante Latorre,-33.5564888135,-70.6454870909,
PG104,PG104,Celanova / Almirante Latorre,-33.5593137763,-70.6460944394,
PG107,PG107,P. Aguirre Cerda / Venancia Leiva,-33.5575691942,-70.6377011459,
PG106,PG106,El Nogal / Venancia Leiva,-33.5569362106,-70.6420097754,
PG109,PG109,El Bosque / Venancia Leiva,-33.5580026876,-70.634304158,
PG108,PG108,La Pradera / Venancia Leiva,-33.5577519225,-70.6360016379,
PI337,PI337,Marco Antonio / Judea,-33.5417378679,-70.7679873618,
PG192,PG192,Didascalio Santa María,-33.5981380646,-70.6272691984,
PD472,PD472,Los Presidentes / Sánchez Fontecilla,-33.4868747977,-70.5576491974,
PI1080,PI1080,Radal / Av. Ecuador,-33.4540821919,-70.701277005,
PI1081,PI1081,Santa Petronila / Av. Ecuador,-33.4550233625,-70.7036314943,
PI1082,PI1082,Taitao / Palena,-33.4701413849,-70.7067819509,
PI1083,PI1083,Yelcho / Palena,-33.4724527784,-70.7072823449,
PI1084,PI1084,Av. Aeropuerto / Yelcho,-33.4718978539,-70.7112799949,
PI1085,PI1085,La Portada / Yelcho,-33.4712991488,-70.7144242809,
PI1086,PI1086,Av. 5 De Abril / Yelcho,-33.4700535236,-70.7160433897,
PI1087,PI1087,G. Pérez Llona / Primera Transversal,-33.5001121831,-70.752119948,
PI1088,PI1088,Los Héroes / Primera Transversal,-33.5021580197,-70.7522973468,
PI1089,PI1089,Tristán Valdés / Primera Transversal,-33.5053800919,-70.7528556404,
PH97,PH97,Bascuñán Guerrero / Av. Carlos Valdovinos,-33.4786883727,-70.671964456,
PH96,PH96,Valenzuela Llanos / Av. Carlos Valdovinos,-33.4785897431,-70.6766741589,
PH95,PH95,Central N. García / Av. Carlos Valdovinos,-33.4785904726,-70.6792507959,
PH94,PH94,Matadero Lo Valledor,-33.4786191621,-70.6829125142,
PH93,PH93,Mercado Lo Valledor,-33.4824464534,-70.6859248778,
PH92,PH92,Av. Departamental / Av. Cerrillos,-33.4859835975,-70.6873453966,
PH91,PH91,Cabo Cobo / Av. Card. Raúl Silva H.,-33.4887005809,-70.6871664871,
PH90,PH90,Gerardo Barrios / Av. Card. Raúl Silva H.,-33.4921707541,-70.6868486973,
PH99,PH99,Urzúa / Av. Carlos Valdovinos,-33.4790452974,-70.6623135608,
PH98,PH98,Tres Puntas / Av. Carlos Valdovinos,-33.4788899636,-70.6661036108,
PA622,PA622,Cautín / Martínez De Rozas,-33.4337319865,-70.669865958,
PA620,PA620,Ventura Lavalle / Av. Portugal,-33.4578509793,-70.6330549987,
PA621,PA621,Cueto / Martínez De Rozas,-33.4339029628,-70.6727770042,
PA626,PA626,Parada 14 / (M) Santa Lucía,-33.4410454252,-70.646426134,
PA627,PA627,Copiapó / Nataniel Cox,-33.455588116,-70.6523537295,
PA628,PA628,Gral. Gana / Nataniel Cox,-33.4723099712,-70.6497751756,
PA629,PA629,Av. Matta / Av. Portugal,-33.4559679796,-70.6335329916,
PC840,PC840,S. Fco. De Asís / Charles Hamilton,-33.3810085878,-70.5122364102,
PC841,PC841,La Viña / San Francisco De Asís,-33.3794083604,-70.5133141929,
PC842,PC842,La Posada / San Francisco De Asís,-33.3778923129,-70.5141738939,
PC843,PC843,Fray Luis De León / San Francisco De Asís,-33.3750538659,-70.5159272038,
PG1468,PG1468,Ismael Tocornal / Av. Vicuña Mackenna,-33.5452527955,-70.6499912274,
PC845,PC845,El Rodeo / Av. La Dehesa,-33.353172186,-70.5183223218,
PC846,PC846,Del Concejal / Av. La Dehesa,-33.3505485904,-70.5194570021,
PC847,PC847,Central / Av. La Dehesa,-33.3485111904,-70.5212177568,
PG1464,PG1464,El Bosque / Gral. Franco,-33.5610059552,-70.6342320153,
PG1465,PG1465,Riquelme / Almirante Latorre,-33.5498720074,-70.6440780006,
PG1466,PG1466,Parroquia Alt. 1700,-33.5222120117,-70.637864963,
PI1551,PI1551,I. García Silva / Av. 4 Poniente,-33.5275499401,-70.791741075,
PI1556,PI1556,Los Inquilinos / René Olivares,-33.5493498767,-70.7981606501,
PI1557,PI1557,Carlos Reyes / Av. 3 Poniente,-33.5352134105,-70.7712301443,
PG1462,PG1462,Gral. Velásquez / Av. Lo Espejo,-33.5310160111,-70.7076450067,
PI1555,PI1555,Thiare / Av. El Rosal,-33.4822014203,-70.7621870883,
PH218,PH218,Pirámide / Juan Griego,-33.5038022212,-70.6332465969,
PB712,PB712,Parada 3 / Vuelta Del Padre,-33.3863639488,-70.6798320067,
PB711,PB711,Víctor González / Av. Zapadores,-33.3872662733,-70.6822714933,
PB710,PB710,Barón Juras R. / Av. Zapadores,-33.3883432336,-70.6850230409,
PB717,PB717,Javier Solís / Av. Zapadores,-33.3868271337,-70.6588642117,
PB716,PB716,Gral. Gambino / Av. Zapadores,-33.3866719315,-70.6609335745,
PH748,PH748,Miguel L. Cerda / Varas Mena,-33.5104791355,-70.6500029504,
PH749,PH749,Chiloé / Varas Mena,-33.5110744327,-70.6474076912,
PH210,PH210,Schubert / Av. Vicuña Mackenna,-33.4831853344,-70.6209247566,
PH747,PH747,Carlos Walker M. / Varas Mena,-33.5095839541,-70.6544135423,
PB719,PB719,Montana / Av. Zapadores,-33.3870971127,-70.6550305398,
PB718,PB718,El Guanaco / Av. Zapadores,-33.3869526131,-70.6573094271,
PH742,PH742,Parada 6 / Paradero 14 Santa Rosa,-33.5129989966,-70.6368656721,
PH215,PH215,Paradero 7 Vicuña Mackenna,-33.5008873895,-70.615604807,
PH740,PH740,La Castrina / La Castrina,-33.5151562596,-70.6337222306,
PH741,PH741,Cortijo / Berlioz,-33.5131038119,-70.6338998232,
PJ524,PJ524,Gim. Municipal (Cerro Navia),-33.4217905788,-70.7513150567,
PJ525,PJ525,Los Conquistadores / Av. José Joaquín Pérez,-33.4281046867,-70.7531019323,
