stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
PI201,PI201,Av. 3 Poniente / Camino A Rinconada,-33.5084822081,-70.7795088128,
PI202,PI202,Av. El Olimpo / Camino A Rinconada,-33.5094149694,-70.7757930727,
PI203,PI203,Parada 2 / Escuela P.A. Cerda,-33.481868783,-70.6941012051,
PI208,PI208,Parada 3 / Plaza Melipilla,-33.470738932,-70.6785829076,
PI209,PI209,Estadio San Eugenio,-33.4707001107,-70.6758674967,
PF869,PF869,Cabo Leones / Los Cipreses,-33.5757573553,-70.6067972483,
PF868,PF868,Parque Cordillera / Las Nieves Oriente,-33.588448434,-70.5566514244,
PB1618,PB1618,Los Turistas / Héroes De La Concepción,-33.4001403294,-70.6209523468,
PB1619,PB1619,Farellones / Calle G,-33.3798560526,-70.6495967924,
PB1616,PB1616,Armando Carrera / Diego Silva,-33.3841815651,-70.6586247586,
PB1617,PB1617,Los Turistas / Bolivia,-33.4004439465,-70.6203886697,
PB1614,PB1614,Av. M. A. Matta / Santa Luisa,-33.3629854168,-70.7369120305,
PB1615,PB1615,Beethoven / Santa Luisa,-33.3606098948,-70.7363539205,
PB1612,PB1612,Hubert Benítez / Calle G,-33.378155371,-70.6540956532,
PB1613,PB1613,Parada 5 / (M) Dorsal,-33.3964710369,-70.6431903297,
PB1610,PB1610,Mall Plaza Norte (Sta. Elena),-33.3637766218,-70.6773397284,
PB1611,PB1611,Mall Plaza Norte (Sta. Elena),-33.363802808,-70.677937782,
PC563,PC563,Parada 5 / (M) Salvador,-33.4348095132,-70.6261817214,
PC561,PC561,Parada 6 / Museo De Los Tajamares,-33.4368872558,-70.6307878858,
PC560,PC560,M. L. Santander / Seminario,-33.4394109263,-70.6301714187,
PC567,PC567,Santa Isabel / Av. Salvador,-33.4456613437,-70.6229871173,
PC566,PC566,Pedro L. Gallo / Av. Salvador,-33.4422169675,-70.6240007156,
PC565,PC565,Rancagua / Av. Salvador,-33.4397172897,-70.6247360432,
PC564,PC564,Hosp. Del Salvador,-33.4363369782,-70.6257320994,
PC569,PC569,Eliodoro Yáñez / José Manuel Infante,-33.4331262475,-70.6235251062,
PC568,PC568,Caupolicán / Av. Salvador,-33.4478327761,-70.6223320769,
PI224,PI224,4 Álamos / Av. Del Ferrocarril,-33.5160805605,-70.7443607227,
PB91,PB91,Sgto. Candelaria / Condell,-33.4030054037,-70.7306833263,
PE808,PE808,Jorge Cisternas / Avenida 1,-33.5520157589,-70.6061721286,
PE809,PE809,San José De La E. / Avenida 1,-33.5538277372,-70.6057655671,
PE800,PE800,La Viña / El Parque,-33.5143475861,-70.6029357338,
PE801,PE801,Froilán Roa / El Parque,-33.5138845954,-70.6009900635,
PE806,PE806,Manutara / Dr. Sótero Del Río,-33.5393517003,-70.5966336536,
PE807,PE807,Avenida 1 / José Miguel Carrera,-33.550346308,-70.6062280397,
PE804,PE804,Av. Vespucio / El Parque,-33.5144983978,-70.5924686928,
PE805,PE805,Los Cedros / Dr. Sótero Del Río,-33.539452507,-70.5935411911,
PF323,PF323,Av. Ejército Lib. / Luis Matte Larraín,-33.5878243827,-70.5967721216,
PC152,PC152,Parada 3 / Guardia Vieja,-33.4241842978,-70.611335704,
PC153,PC153,Parada 3 / (M) Los Leones,-33.4229626529,-70.6097677791,
PC150,PC150,Parada 1 / Torres De Tajamar,-33.4298332362,-70.6210345231,
PC151,PC151,Parada 1 / (M) Manuel Montt,-33.428539737,-70.6178096577,
PC156,PC156,Augusto Leguía / Av. Apoquindo,-33.4170983628,-70.5975980164,
PC157,PC157,Muni. Las Condes,-33.4164145186,-70.5942884291,
PC154,PC154,Parada 3 / Hosp. Metropolitano,-33.421159034,-70.6071840471,
PC155,PC155,Parada 1 / (M) Tobalaba,-33.4190484166,-70.6031395041,
PC158,PC158,(M) Alcántara,-33.4155513832,-70.5899455073,
PC159,PC159,Cerro Navidad,-33.4149888764,-70.5872862667,
PE1318,PE1318,Parada 11 / (M) Santa Rosa,-33.5432893155,-70.6336966742,
PE1319,PE1319,Av. Santa Rosa / Benjamín Subercaseaux,-33.553713767,-70.6316852085,
PE1311,PE1311,Parada 4 / Paradero 28 Santa Rosa,-33.5507091611,-70.6325630547,
PE1312,PE1312,Parada 4 / Paradero 30 Santa Rosa,-33.5573835341,-70.6310818762,
PE1313,PE1313,Parada 4 / Hosp. Padre Hurtado,-33.5542549522,-70.6317804762,
PE1314,PE1314,Mañío / Sebastopol,-33.5150219736,-70.6153180463,
PE1315,PE1315,Parada 2 / Mim,-33.5150719588,-70.6133790242,
PE1316,PE1316,San José / Bacteriológico,-33.552987688,-70.5814600455,
PJ33,PJ33,Porto Seguro / Radal,-33.4478762867,-70.7027267396,
PJ32,PJ32,S. Izquierdo / Lo Espinoza,-33.4098772048,-70.7071550695,
PJ31,PJ31,Platón / Lo Espinoza,-33.4115632307,-70.7063959864,
PJ30,PJ30,20 De Enero / Lo Espinoza,-33.4152590914,-70.7047809382,
PJ37,PJ37,Av. Carrascal / Av. J. Walker Martínez,-33.4228864292,-70.6909201846,
PJ36,PJ36,José María Caro / Av. J. Walker Martínez,-33.4211754731,-70.6906968712,
PJ35,PJ35,Darío Salazar / Costanera Sur,-33.4132856418,-70.7452476262,
PJ34,PJ34,Radal / Nueva Imperial,-33.4459718506,-70.7029224162,
PJ38,PJ38,Parada 3 / S. Gutiérrez - W. Martínez,-33.4266687129,-70.691577856,
PB185,PB185,Pasarela Albany,-33.3661159507,-70.6857882804,
PG1280,PG1280,Tte. Luis Cruz M. / Julio Barrenechea,-33.5826452935,-70.6600118382,
PG1281,PG1281,Av. San Francisco / Julio Barrenechea,-33.5823590548,-70.6621818155,
PG1282,PG1282,Av. Padre Hurtado / Av. Lo Blanco,-33.5823936131,-70.6765300851,
PG1283,PG1283,Juan Fernández / Lo Martínez,-33.5716141348,-70.6730022442,
PG1284,PG1284,Cochoa / Lo Martínez,-33.5720422595,-70.6705964694,
PG1285,PG1285,Av. Sur / Julio Covarrubias,-33.5550939843,-70.6608540532,
PG1286,PG1286,Los Aviadores / Julio Covarrubias,-33.5536469774,-70.6605556842,
PG1287,PG1287,Balmaceda / Martín De Solís,-33.5917381638,-70.6843110748,
PG1288,PG1288,Santa Marta / Martín De Solís,-33.5894864939,-70.6828375384,
PG1289,PG1289,Incahuasi / Santa Teresa,-33.5903631608,-70.6675185223,
PF205,PF205,Bom. Luis Vásquez / Av. Eyzaguirre,-33.6097712421,-70.556086945,
PB579,PB579,Lucila Godoy / Av. Manuel A. Matta,-33.3626958637,-70.7400011035,
PB578,PB578,Estero Venados / Av. Manuel A. Matta,-33.3622225548,-70.7420544567,
PB577,PB577,San Enrique / Av. Manuel A. Matta,-33.3620778208,-70.7442371814,
PB576,PB576,Volcán Llaima / Av. Manuel A. Matta,-33.3625198612,-70.746894174,
PB575,PB575,Villarrica / Av. Manuel A. Matta,-33.362964077,-70.7492583783,
PB574,PB574,Av. M. A. Matta / San Luis,-33.3634970287,-70.7533376892,
PB573,PB573,Los Apeninos / Rigoberto Jara,-33.3545995858,-70.7483775694,
PB572,PB572,Kilimanjaro / Rigoberto Jara,-33.3550892591,-70.7438266123,
PB571,PB571,Cachagua / Lo Campino,-33.3728213034,-70.714811017,
PB570,PB570,Ramón Salinas / Rigoberto Jara,-33.3556122528,-70.7409526657,
PJ388,PJ388,Av. La Estrella / Av. San Daniel,-33.4322083307,-70.7512089811,
PJ389,PJ389,Nicanor Molinares / Av. José Joaquín Pérez,-33.4300948802,-70.7446497579,
PJ380,PJ380,Av. San Daniel / El Tranque,-33.4291897802,-70.7704079933,
PJ381,PJ381,Bravo Luco / Av. San Daniel,-33.4287934699,-70.767902712,
PJ383,PJ383,Serrano / El Carmen,-33.4300724684,-70.7655821682,
PJ384,PJ384,Rupanco / Av. San Daniel,-33.4297935436,-70.7640992839,
PJ385,PJ385,Federico Errázuriz / Av. San Daniel,-33.4303887326,-70.7623555196,
PJ386,PJ386,Santa Victoria / Av. San Daniel,-33.4311138691,-70.7585894298,
PJ387,PJ387,Jazmín / Av. San Daniel,-33.4317821349,-70.7540481616,
PF204,PF204,Sup. Luis Moreno / Av. Eyzaguirre,-33.6097920925,-70.5533952895,
PG1758,PG1758,Juan Harris / Regina Gálvez,-33.6376359761,-70.7098330411,
PG1759,PG1759,Progreso / El Parrón,-33.5222554072,-70.6735500256,
PG1752,PG1752,Joseph Denos / Camino Los Morros,-33.640105438,-70.6996249876,
PG1753,PG1753,Freire / Eucaliptus,-33.6066720684,-70.7087055821,
PG1750,PG1750,Parada 4 / Estadio La Cisterna,-33.5216616478,-70.6748312532,
PG1751,PG1751,Joseph Denos / Camino Los Morros,-33.6397970726,-70.7004805829,
PG1756,PG1756,Tte. Luis Cruz M. / Av. Lo Blanco,-33.5855332367,-70.6610194304,
PG1757,PG1757,San Francisco / Av. Lo Blanco,-33.5853581704,-70.6626527632,
PG1754,PG1754,Camino Padre Hurtado Alt. 18400,-33.6365998934,-70.6747083506,
PG1755,PG1755,Camino Padre Hurtado Alt. 18400,-33.6366443559,-70.6744750451,
PF207,PF207,Finlandia / Av. Eyzaguirre,-33.6104240511,-70.5608689599,
PF206,PF206,Las Palmeras / Av. Eyzaguirre,-33.6099618587,-70.5589321119,
PF201,PF201,Av. El Cerro / Av. Eyzaguirre,-33.6103843836,-70.5414829382,
PJ968,PJ968,Av. La Estrella / Salvador Gutiérrez,-33.4167250312,-70.7534461215,
PE249,PE249,Manutara / San José De La Estrella,-33.553539634,-70.5921572808,
PJ964,PJ964,S. Gutiérrez / Santos Luis Medel,-33.4194951014,-70.7327103869,
PJ965,PJ965,El Arroyo / Salvador Gutiérrez,-33.4167016791,-70.7555430474,
PJ966,PJ966,Colegio S. Orland,-33.4170190669,-70.7574567125,
PE247,PE247,Parada 6 / (M) San José De La Estrella,-33.5532925337,-70.585912388,
PE240,PE240,Av. Santa Raquel / San José De La Estrella,-33.5540938852,-70.6022147675,
PE241,PE241,Verdi / San José De La Estrella,-33.5539411734,-70.5980178293,
PE242,PE242,Tauro / San José De La Estrella,-33.5539017279,-70.5950631563,
PE243,PE243,Manutara / San José De La Estrella,-33.5537916208,-70.5924853575,
PC714,PC714,Av. Suecia / Carlos Antúnez,-33.4277935756,-70.6057215345,
PC715,PC715,Av. Los Leones / Carlos Antúnez,-33.4273503885,-70.6036954613,
PC716,PC716,L. Thayer Ojeda / Carlos Antúnez,-33.4265488541,-70.6000287849,
PC717,PC717,El Bosque Sur / Carlos Antúnez,-33.425874114,-70.5971313369,
PC710,PC710,Parada 6 / Torres De Tajamar,-33.4304413511,-70.6215580151,
PC711,PC711,Barros Errázuriz / Carlos Antúnez,-33.4275615433,-70.6139043216,
PC712,PC712,Av. Pedro De Valdivia / Carlos Antúnez,-33.4290233061,-70.6108193849,
PC713,PC713,Ricardo Lyon / Carlos Antúnez,-33.4282180939,-70.6075850918,
PC718,PC718,Av. Tobalaba / Carlos Antúnez,-33.4249073153,-70.5933407648,
PC719,PC719,Belén / San José E. De Balaguer,-33.3649477436,-70.5086644634,
PH1467,PH1467,Av. Pdte. Allende / San Juan,-33.4962480189,-70.6181840483,
PH1466,PH1466,Francia / Av. Lo Ovalle,-33.5137040372,-70.6179030036,
PH1465,PH1465,Debussy / Juan Sebastián Bach,-33.4801148803,-70.6274065279,
PH1464,PH1464,San Juan / Comercio,-33.4942179624,-70.6188919725,
PH1463,PH1463,Pje. J. Bizet / Comercio,-33.4941479899,-70.6211670506,
PH1462,PH1462,Inés De Suarez / Lincoln,-33.5111940328,-70.6824910259,
PH1461,PH1461,Lincoln / Clotario Blest,-33.5104510247,-70.6845680406,
PH1460,PH1460,Alc. Pedro Alarcón / Av. Las Industrias,-33.4901171896,-70.6294511312,
PH522,PH522,Cahuelmo / Petrohué,-33.503643187,-70.6786146211,
PH523,PH523,Parada 4 / Liceo J. Chaná,-33.5026614203,-70.6806337006,
PC149,PC149,Parada 1 / (M) Salvador,-33.4327878701,-70.62535011,
PH521,PH521,Club Hípico / Petrohué,-33.5048331696,-70.6761009963,
PH1469,PH1469,Paradero 1 Gran Avenida,-33.4772910034,-70.6483790416,
PH1468,PH1468,Paradero 9 Vicuña Mackenna,-33.510166025,-70.6119190032,
PC148,PC148,Parada 1 / Pque. Balmaceda,-33.4346893184,-70.627527442,
PE659,PE659,El Algarrobo / Santa Amalia,-33.5428933063,-70.5996676554,
PE658,PE658,Manutara / Santa Amalia,-33.543198362,-70.5947701702,
PE657,PE657,Winnipeg / Santa Amalia,-33.5432866045,-70.5920061357,
PE656,PE656,Parada 4 / Paradero 20 Vicuña Mackenna,-33.5433693007,-70.5889106088,
PE655,PE655,Chacalluta / Santa Amalia,-33.5433498385,-70.5865396247,
PE654,PE654,Perú / Santa Amalia,-33.5434249408,-70.5826520507,
PE653,PE653,Santa Amalia / Colombia,-33.5434638824,-70.5805851873,
PE652,PE652,San Cristóbal / Colombia,-33.541976887,-70.5815931736,
PE651,PE651,Colombia / Enrique Olivares,-33.539617854,-70.5828665224,
PE650,PE650,Venezuela / Enrique Olivares,-33.5395579166,-70.5788452687,
PG875,PG875,Los Rosales / Lo Martínez,-33.5677851378,-70.6848422757,
PG877,PG877,Los Molles / Lo Martínez,-33.569441397,-70.6797073058,
PG876,PG876,Los Acantos / Lo Martínez,-33.5686550854,-70.6821392991,
PG871,PG871,Los Cipreses / Central,-33.5703082055,-70.6805777381,
PG870,PG870,Los Jazmines / Central,-33.5710442917,-70.6783027514,
PG873,PG873,José M. Carrera / Central,-33.5684937269,-70.6859515108,
PG872,PG872,Los Acantos / Central,-33.5696646818,-70.6825882864,
PG879,PG879,Av. Padre Hurtado / Lo Martínez,-33.571334028,-70.6739496042,
PG878,PG878,Los Retamos / Lo Martínez,-33.5704353958,-70.6766794506,
PB1281,PB1281,Ob. Del Pozo / Av. Einstein,-33.404674825,-70.6495436738,
PB1280,PB1280,La Conquista / Av. Einstein,-33.4039200367,-70.6528804739,
PB1283,PB1283,Parada 3 / (M) Einstein,-33.4057843588,-70.643618483,
PB1282,PB1282,La Colonia / Av. Einstein,-33.4053202059,-70.6464731324,
PB1285,PB1285,Av. El Salto / Lircay,-33.4056039901,-70.6334527389,
PB1284,PB1284,Albano / Lircay,-33.4057734173,-70.6392043473,
PB1287,PB1287,Jardín / Lircay,-33.4055150347,-70.6279535049,
PB1286,PB1286,Av. Las Torres / Lircay,-33.4055042935,-70.6316813248,
PB1289,PB1289,Duque De Kent / Bolivia,-33.4021628976,-70.6213510778,
PB1288,PB1288,Reina De Chile / Lircay,-33.4054522128,-70.6246145227,
PH245,PH245,Macaroff / Av. Lo Ovalle,-33.5175722072,-70.6429947849,
PD838,PD838,Av. Marathon / Carlos Dittborn,-33.4658514685,-70.6151045394,
PD839,PD839,Av. Zañartu / Av. Marathon,-33.4726449519,-70.6140099835,
PH244,PH244,Mercedes / Av. Lo Ovalle,-33.5185252352,-70.638585077,
PD528,PD528,Parada 3 / Estadio Nacional,-33.4621103171,-70.609267141,
PD529,PD529,Parada 3 / Los Tres Antonios,-33.4631178239,-70.6038347779,
PD526,PD526,Parada 3 / Villa Olímpica,-33.4614153013,-70.6188151866,
PD527,PD527,Parada 3 / Av. Marathon,-33.4617727807,-70.6139334517,
PD524,PD524,Parada 3 / (M) Irarrázaval,-33.4556047402,-70.6288099754,
PD525,PD525,Parada 3 / Suárez Mujica,-33.4585414987,-70.6236167122,
PD834,PD834,Eliecer Parada / Las Amapolas,-33.4374192875,-70.5850965059,
PD835,PD835,Lo Encalada / Carlos Dittborn,-33.4667738541,-70.6222652087,
PI800,PI800,Borgoño / Av. El Conquistador,-33.5102698664,-70.7985530348,
PI801,PI801,Parada 4 / Nudo Rinconada,-33.5075392549,-70.7972605135,
PF483,PF483,I. Molina / Av. Los Toros,-33.5668712137,-70.5623986449,
PG748,PG748,Reina Del Mar / M. De Toro Y Zambrano,-33.6134801368,-70.7041581211,
PH128,PH128,Colegio Chile,-33.5011507773,-70.6540774837,
PA104,PA104,Parada 2 / Hosp. San Borja Arriarán,-33.4608894563,-70.6428511599,
PB1425,PB1425,Av. Recoleta / Adela Martínez,-33.3861237323,-70.6412503093,
PB1424,PB1424,Alfredo Rosende / Adela Martínez,-33.3872345061,-70.6384127931,
PB1427,PB1427,Halcones / Horacio Johnson,-33.3759116424,-70.6690931668,
PB1426,PB1426,Itata / Horacio Johnson,-33.3745119182,-70.6693875936,
PB1421,PB1421,H. Juan Salas R. / Los Cardenales,-33.3920826351,-70.6305847685,
PB1420,PB1420,Erasmo Carrasco / Los Cardenales,-33.3941047301,-70.6270677746,
PB1423,PB1423,José Santos Ossa / Adela Martínez,-33.3889998599,-70.6361360638,
PB1422,PB1422,María Del Pilar / Adela Martínez,-33.3904305581,-70.6340673491,
PH129,PH129,Parada 2 / Paradero 11 Gran Avenida,-33.498675646,-70.6533279365,
PB1429,PB1429,Av. Principal / Horacio Johnson,-33.3793120982,-70.6692933689,
PB1428,PB1428,Elisa Undurraga / Horacio Johnson,-33.3778489196,-70.6691762968,
PF481,PF481,Parada 4 / Mall Plaza Tobalaba,-33.5677671679,-70.5552397787,
PC1044,PC1044,Parada 3 / (M) Santa Isabel,-33.4471570143,-70.6305479579,
PH126,PH126,Paradero 13 Gran Avenida,-33.5054795704,-70.6553073831,
PC1045,PC1045,Visviri / Alejandro Fleming,-33.423836195,-70.53975292,
PC1048,PC1048,Camino Otoñal / Camino El Alba,-33.4012338809,-70.5176723637,
PH167,PH167,Industria / Av. Las Industrias,-33.4930776871,-70.6293555864,
PC1049,PC1049,Paseo Los Domínicos,-33.4011223169,-70.5156071742,
PB298,PB298,J. J. Aguirre / Av. Recoleta,-33.37777938,-70.6382974479,
PB299,PB299,Industriales / Av. Recoleta,-33.3808793466,-70.6395883462,
PJ775,PJ775,Av. Las Rejas / Av. Portales,-33.446179369,-70.7076026149,
PJ777,PJ777,Santa Anita / 9 De Julio,-33.4394597925,-70.710734049,
PJ776,PJ776,Pil. J. Fernández / 9 De Julio,-33.4396649912,-70.7089986268,
PB292,PB292,Los Nogales / Av. Recoleta,-33.3648539801,-70.6330209594,
PB293,PB293,Los Cerezos / Av. Recoleta,-33.3664630754,-70.6337105089,
PB290,PB290,Asunción / Av. Independencia,-33.3690823391,-70.6884484462,
PB296,PB296,Consultorio La Pincoya,-33.3734899617,-70.6365622607,
PB297,PB297,Aguirre Luco / Av. Recoleta,-33.3753794884,-70.6373350274,
PB294,PB294,Del Pincoy / Av. Recoleta,-33.368378134,-70.6344910392,
PB295,PB295,La Pincoya / Av. Recoleta,-33.3708934287,-70.635505866,
PF601,PF601,Puqueldón / San Pedro,-33.6291639413,-70.6220167841,
PF600,PF600,Chiloé / San Pedro,-33.6295626308,-70.6254569408,
PF603,PF603,Cds Card. Raul Silva H.,-33.628397182,-70.6159802528,
PF602,PF602,El Sauce / San Pedro,-33.6287383149,-70.6196552577,
PF604,PF604,Juanita Oriente / San Pedro,-33.6280259036,-70.6124093882,
PF606,PF606,Julio Cesar / Miguel Ángel,-33.5846144582,-70.6038210139,
PF608,PF608,Av. Gabriela / Creta,-33.5821511784,-70.6021831776,
PH125,PH125,Paradero 14 Gran Avenida,-33.5082925012,-70.6560774844,
PI1589,PI1589,Diag. Santiago / Av. Del Ferrocarril,-33.4776442985,-70.6955805341,
PI1588,PI1588,Pasaje 35 / Av. Del Ferrocarril,-33.4767415348,-70.6936388373,
PI1585,PI1585,Blanco Garcés / Embajador Quintana,-33.450930398,-70.6970694117,
PI1584,PI1584,1ª Transversal / Rafael Riesco,-33.4963665805,-70.7516083331,
PI1587,PI1587,Pasaje 54 / Av. Del Ferrocarril,-33.4794942897,-70.7006332978,
PI1586,PI1586,Pasaje 44 / Av. Del Ferrocarril,-33.478433187,-70.6975972089,
PI1581,PI1581,La Galaxia / Camino A Rinconada,-33.5065665026,-70.7957305443,
PI1580,PI1580,Héctor Orrego / 14 De Octubre,-33.4992609913,-70.7267972679,
PI1583,PI1583,Raúl Mazzone / Rafael Riesco,-33.4963026748,-70.754136149,
PI1582,PI1582,Apeninos / Rafael Riesco,-33.4962137434,-70.7535638894,
PB1126,PB1126,Av. La Paz / Olivos,-33.4234321893,-70.6514520441,
PH122,PH122,Paradero 15 Gran Avenida,-33.5119435701,-70.6574206337,
PJ599,PJ599,Pasaje 3 / Los Sauces,-33.4135609592,-70.7080194687,
PJ598,PJ598,Lo Espinoza / Los Sauces,-33.4143387959,-70.704944148,
PJ595,PJ595,Hosp. Félix Bulnes,-33.4159456824,-70.6968409247,
PJ594,PJ594,Dr. Marcelo Fitte / Embajador Gómez,-33.4174964283,-70.6960251927,
PJ597,PJ597,Miguel De Atero / Los Sauces,-33.4140950717,-70.7010335119,
PJ596,PJ596,Dr. José Tobías / Embajador Gómez,-33.4157002982,-70.6989488173,
PJ591,PJ591,Parada 4 / Consultorio Andes,-33.4341591625,-70.6922897262,
PJ593,PJ593,Mercedes Marín / Embajador Gómez,-33.4189182136,-70.6959280943,
PC323,PC323,Colegio San Pedro Nolasco,-33.3995648207,-70.5742312307,
PH123,PH123,Parada 1 / Paradero 17 Gran Avenida,-33.5143388062,-70.6580998936,
PC50,PC50,Hosp. Calvo Mackenna,-33.4300450409,-70.6166714679,
PC51,PC51,Parada 4 / Biblioteca Providencia,-33.4285802443,-70.6171655135,
PC52,PC52,Manuel Barrios / Av. Vespucio,-33.4292559446,-70.5745556891,
PC53,PC53,I. La Católica / Av. Vespucio,-33.4262083831,-70.57615072,
PC54,PC54,Av. Colón / Av. Vespucio,-33.4236002158,-70.5786499068,
PC55,PC55,Martín De Zamora / Av. Vespucio,-33.4219262139,-70.5799463014,
PC56,PC56,Del Inca / Av. Vespucio,-33.4187659509,-70.582099489,
PC57,PC57,Parada 8 / (M) Escuela Militar,-33.4139702305,-70.5845227426,
PC58,PC58,Av. Pdte. Riesco / Av. Vespucio,-33.4106877215,-70.5860177265,
PC59,PC59,Los Talaveras / Av. Vespucio,-33.4083212471,-70.5870011898,
PH120,PH120,Paradero 13 Gran Avenida,-33.5060284386,-70.655744234,
PI1118,PI1118,Bodegas San Francisco,-33.5219764789,-70.731138584,
PH121,PH121,Paradero 14 Gran Avenida,-33.5083875705,-70.6564133407,
PA257,PA257,Parada 3 / Parque Forestal,-33.4369343452,-70.6398125497,
PH511,PH511,Paradero 10 Santa Rosa,-33.5010065534,-70.6387451473,
PA524,PA524,Pedro Lagos / Chiloé,-33.4661829944,-70.6454810506,
PI1119,PI1119,Santa Adela / Av. Lo Espejo,-33.5207036229,-70.7348799095,
PA527,PA527,Víctor Manuel / Av.  Matta,-33.4582630188,-70.6421270178,
PB740,PB740,Aguirre Luco / Juan Cristóbal,-33.3734859826,-70.6452051284,
PB741,PB741,Cachapoal / Guillermo Subiabre,-33.372370995,-70.6437658749,
PB742,PB742,P. Aguirre Cerda / Guillermo Subiabre,-33.3725285027,-70.6421750553,
PB743,PB743,Las Siervas / Guillermo Subiabre,-33.3729857634,-70.6392941227,
PB744,PB744,Av. Recoleta / Guillermo Subiabre,-33.3746248152,-70.63719953,
PG513,PG513,Camino El Mariscal Alt. 1900,-33.6093695303,-70.6486710458,
PB746,PB746,Las Encinas / Las Petunias,-33.3771760403,-70.621979043,
PG511,PG511,Los Duraznos / Camino El Mariscal,-33.6102437668,-70.6379388814,
PB748,PB748,Los Cipreses / Camino La Pirámide,-33.3798500322,-70.6188820193,
PB749,PB749,Cam. Bosque De S. / Camino La Pirámide,-33.3810449735,-70.6203120382,
PH735,PH735,Brasilia / Varas Mena,-33.5108357755,-70.6167855341,
PH734,PH734,Av. Pdte. Allende / Isabel Riquelme,-33.5168778079,-70.683643677,
PH733,PH733,Lucila Godoy / Isabel Riquelme,-33.5150578185,-70.6825921029,
PH732,PH732,Guadalajara / Guanajuato,-33.5183392061,-70.6813392389,
PH731,PH731,Acapulco / Pdte. López Mateos,-33.5222341763,-70.6800063103,
PF200,PF200,Av. Eyzaguirre / 27 De Septiembre,-33.6084006057,-70.5379438372,
PA213,PA213,Colegio San Ignacio,-33.4468580117,-70.6550509515,
PA212,PA212,L. Cochrane / Tarapacá,-33.4477557196,-70.6540147169,
PA210,PA210,Av. Vicuña Mackenna / Miguel León Prado,-33.4619839569,-70.6281539651,
PA523,PA523,Sgto. Aldea / Chiloé,-33.4685939823,-70.6452799968,
PA215,PA215,Parada 5 / (M) La Moneda,-33.4451114434,-70.6543892187,
PA214,PA214,Amunátegui / Av. Pdte. Balmaceda,-33.4318841836,-70.657293665,
PA219,PA219,Huérfanos / Amunátegui,-33.4405837568,-70.6564076159,
PA218,PA218,Moneda / Amunátegui,-33.4426504745,-70.6559750962,
PI1167,PI1167,Hnos. Carrera / Padre V. Irarrázaval,-33.4737872848,-70.6928798446,
PI1166,PI1166,Pingüinos / Padre V. Irarrázaval,-33.4712398016,-70.6930081674,
PF36,PF36,Anakena / Av. Gabriela Oriente,-33.5756700263,-70.5618850142,
PF452,PF452,El Peral / Av. México,-33.5723595778,-70.5659409121,
PI1164,PI1164,Uspallata / Juana Weber,-33.4686961645,-70.6965742381,
PI1163,PI1163,Padre J. Larraín / Juana Weber,-33.4686900652,-70.6987311128,
PI1162,PI1162,Juana Weber / San José,-33.4686551435,-70.7019402017,
PI1161,PI1161,Yelcho / Av. Aeropuerto,-33.4720130134,-70.7115086622,
PC329,PC329,La Llavería / Av. Pdte. Kennedy,-33.386329056,-70.5402631541,
PI1160,PI1160,Quemchi / Av. Aeropuerto,-33.4744169866,-70.7119578568,
PD1388,PD1388,María Etcheverry / Los Olmos,-33.4798285496,-70.5907593317,
PD1389,PD1389,Chinchorro / Los Olmos,-33.4797631616,-70.5907105691,
PD1382,PD1382,Alfonso Villegas / Talinay,-33.458314804,-70.543849644,
PD1383,PD1383,Álvaro Casanova / Talinay,-33.4595155932,-70.5235814491,
PD1380,PD1380,Alberto Jenschke / Alc. M. De La Lastra,-33.4324706678,-70.5547131736,
PD1381,PD1381,Clorinda Henríquez / Palmas De Mallorca,-33.4493428723,-70.555856468,
PD1386,PD1386,Av. Marathon / Av. Escuela Agrícola,-33.4908772801,-70.6113420868,
PD1387,PD1387,Parada 3 / (M) Camino Agrícola,-33.4915409698,-70.6168630022,
PD1384,PD1384,Av. Las Perdices / Talinay,-33.4591220058,-70.5291565364,
PD1385,PD1385,Julia Bernstein / Talinay,-33.4592950123,-70.5272886203,
PH193,PH193,Parada 3 / Paradero 14 Santa Rosa,-33.5127755334,-70.6373836049,
PH192,PH192,Parada 3 / Paradero 13 Santa Rosa,-33.5097280943,-70.6380461836,
PH191,PH191,Parada 5 / Departamental - Santa Rosa,-33.5078595963,-70.6386271701,
PH190,PH190,Parada 1 / Paradero 11 Santa Rosa,-33.5032207062,-70.639010572,
PH197,PH197,Parada 2 / Paradero 13 Santa Rosa,-33.5093473174,-70.6380074647,
PH196,PH196,Parada 2 / Paradero 14 Santa Rosa,-33.512391676,-70.6372982132,
PH195,PH195,Parada 2 / Paradero 16 Santa Rosa,-33.5162915586,-70.6368024827,
PH194,PH194,Parada 3 / Paradero 16 Santa Rosa,-33.516702837,-70.6369010976,
PH199,PH199,Parada 4 / Paradero 11 Santa Rosa,-33.5028627655,-70.6389089878,
PH198,PH198,Parada 4 / Departamental - Santa Rosa,-33.5078285107,-70.6382228893,
PI1558,PI1558,Jorge Garay P. / Av. 3 Poniente,-33.5336661121,-70.7722009839,
PD1162,PD1162,2 Poniente / Av. Quilín,-33.4852354361,-70.6110383674,
PI1559,PI1559,A. Silva Carvallo / Av. 3 Poniente,-33.5314748948,-70.7743197367,
PF908,PF908,Río Los Baños / Río Yeso,-33.6156251002,-70.6208560339,
PD1163,PD1163,Castillo Urizar / Av. Quilín,-33.4851531963,-70.6090668866,
